Argument ID	Openness to change	Self-enhancement	Conservation	Self-transcendence
A24101	0	0	1	0
A24102	0	0	1	0
A24103	1	1	0	1
A24104	1	0	0	0
A24105	1	1	0	0
A24106	1	0	0	1
A24108	0	0	1	1
A24109	0	0	1	0
A24110	0	0	0	1
A24112	1	0	1	0
A24113	0	1	1	1
A24114	0	0	1	1
A24115	1	1	0	0
A24117	0	1	0	1
A24118	0	0	0	1
A24119	0	0	1	1
A24120	1	1	0	0
A24121	1	0	1	1
A24122	0	0	1	0
A24123	1	0	1	1
A24124	0	0	1	1
A24126	0	0	1	1
A24127	0	1	1	1
A24128	0	0	1	1
A24129	0	0	1	1
A24130	0	1	1	1
A24131	0	0	1	1
A24132	1	0	1	1
A24133	0	0	1	1
A24134	0	0	1	1
A24135	0	0	0	1
A24136	0	1	1	1
A24138	0	1	1	0
A24139	0	0	1	1
A24140	0	1	1	1
A24142	1	0	1	1
A24143	1	0	1	1
A24145	0	0	1	1
A24146	1	0	1	0
A24147	1	1	1	1
A24148	0	0	1	1
A24149	1	1	1	1
A24150	1	1	1	1
A24151	0	0	0	1
A24153	1	1	0	0
A24154	0	1	0	1
A24156	0	1	1	1
A24157	0	1	1	0
A24158	0	0	1	1
A24160	0	1	1	1
A24162	0	0	0	1
A24163	1	1	0	1
A24164	0	1	0	1
A24165	0	1	1	0
A24167	0	0	1	1
A24168	0	0	1	0
A24169	0	1	1	0
A24171	0	0	1	1
A24172	0	0	1	1
A24173	0	0	1	1
A24174	0	0	1	0
A24175	0	1	1	1
A24176	1	1	1	0
A24177	1	1	0	1
A24178	1	1	1	1
A24179	0	0	1	1
A24180	0	1	1	0
A24182	0	0	1	1
A24183	0	0	1	1
A24184	0	1	1	1
A24185	0	0	1	1
A24186	0	1	1	1
A24187	1	0	1	0
A24188	1	0	1	1
A24189	0	0	1	1
A24190	0	0	1	1
A24191	0	1	1	1
A24192	1	0	1	1
A24193	1	1	0	0
A24194	0	1	0	0
A24195	0	1	1	1
A24196	0	1	1	1
A24197	0	0	1	0
A24198	0	1	0	1
A24199	1	1	0	1
A24200	1	0	0	0
A24201	1	0	1	1
A24202	1	0	0	0
A24204	1	0	0	0
A24205	0	0	1	1
A24206	0	0	1	1
A24207	0	1	0	1
A24209	0	0	1	0
A24210	0	1	0	1
A24211	0	1	1	1
A24213	0	0	1	0
A24214	0	1	1	1
A24215	0	1	0	0
A24216	0	0	1	1
A24217	0	0	1	1
A24218	0	0	1	1
A24219	0	0	1	1
A24220	1	1	1	1
A24221	0	0	1	1
A24222	0	1	1	1
A24223	1	1	1	1
A24224	0	0	0	1
A24225	1	1	0	1
A24226	1	0	1	1
A24227	0	1	0	1
A24228	1	0	0	0
A24229	1	1	1	1
A24230	1	0	1	1
A24231	1	0	0	1
A24232	1	1	1	1
A24234	0	0	1	1
A24235	0	1	1	1
A24236	0	1	1	1
A24237	1	0	0	1
A24238	0	0	1	1
A24240	0	1	1	1
A24241	0	0	1	1
A24243	0	1	1	0
A24244	0	0	1	1
A24245	0	1	0	1
A24247	1	1	1	1
A24249	1	0	1	1
A24250	1	1	1	1
A24251	1	1	0	1
A24252	0	0	1	1
A24253	0	1	1	0
A24254	0	1	1	1
A24255	1	0	0	1
A24257	1	0	1	1
A24258	0	0	0	1
A24260	0	0	1	1
A24261	0	0	1	1
A24262	0	1	1	1
A24263	1	0	0	1
A24264	0	0	1	1
A24265	0	1	1	1
A24266	0	0	0	1
A24267	1	0	1	1
A24269	0	0	1	1
A24270	0	0	1	1
A24271	0	0	1	1
A24273	0	0	1	1
A24274	1	1	0	1
A24277	0	0	1	1
A24278	0	1	1	0
A24279	0	1	1	1
A24280	0	0	1	1
A24283	0	0	1	1
A24285	0	0	1	1
A24286	0	1	1	1
A24287	1	1	1	0
A24288	0	0	1	1
A24289	1	0	1	0
A24290	0	0	1	1
A24291	0	1	1	1
A24292	1	0	1	1
A24293	1	1	1	0
A24294	0	1	1	1
A24295	0	0	1	1
A24297	0	0	1	1
A24298	0	0	1	1
A24300	0	0	0	1
A24301	0	0	1	1
A24302	0	0	0	1
A24304	1	1	0	1
A24305	0	0	0	1
A24306	0	1	1	1
A24307	1	0	1	1
A24308	1	0	1	0
A24309	0	0	1	1
A24311	0	1	1	0
A24314	1	0	1	1
A24315	1	0	0	1
A24316	1	0	1	1
A24318	1	0	1	1
A24320	0	0	1	1
A24321	0	1	1	1
A24322	0	0	1	1
A24324	0	1	1	1
A24326	0	0	1	1
A24327	1	1	0	1
A24328	1	1	0	0
A24329	0	1	1	1
A24330	0	1	1	0
A24331	0	1	1	0
A24332	1	0	0	0
A24333	1	1	0	1
A24334	0	0	1	1
A24335	0	1	1	0
A24336	0	0	1	1
A24338	0	1	1	0
A24339	0	0	1	0
A24340	1	0	0	1
A24341	0	0	1	1
A24343	1	0	1	0
A24344	0	1	0	1
A24345	0	0	1	1
A24346	1	1	0	1
A24349	1	0	1	1
A24350	0	0	1	0
A24352	1	0	1	1
A24353	0	0	0	1
A24354	0	1	1	1
A24356	0	0	1	1
A24357	0	1	1	1
A24358	0	0	1	1
A24359	0	0	1	1
A24362	1	1	1	1
A24363	0	0	1	1
A24364	0	1	1	1
A24365	1	0	0	1
A24366	0	1	0	1
A24367	0	0	1	0
A24368	1	1	1	1
A24369	0	0	1	1
A24370	0	1	1	1
A24371	0	0	1	1
A24372	0	1	1	1
A24373	1	0	1	1
A24374	0	1	1	1
A24375	0	0	1	1
A24378	1	1	1	1
A24379	0	0	1	0
A24380	0	1	1	0
A24381	1	1	1	1
A24382	0	0	1	1
A24383	0	1	1	1
A24384	1	1	1	1
A24385	1	0	1	1
A24386	0	0	0	1
A24387	1	1	0	1
A24390	1	0	1	1
A24391	0	1	1	1
A24392	0	1	1	1
A24393	1	0	1	0
A24395	0	0	1	0
A24396	1	0	0	1
A24397	0	0	1	1
A24398	1	1	0	0
A24399	0	0	0	1
A24400	0	1	0	1
A24401	0	1	1	0
A24402	0	0	1	1
A24403	1	1	1	0
A24404	0	1	1	0
A24405	0	0	1	1
A24406	0	1	1	0
A24407	0	0	1	1
A24408	1	1	1	0
A24409	1	0	1	0
A24410	1	0	1	1
A24411	1	0	1	1
A24412	1	0	0	1
A24414	1	0	0	1
A24415	0	1	0	1
A24416	1	1	0	1
A24418	0	0	1	0
A24419	0	0	1	1
A24420	0	1	1	0
A24421	0	1	1	1
A24423	0	0	1	0
A24424	0	0	0	1
A24425	1	0	0	1
A24426	0	0	1	1
A24427	0	0	1	0
A24430	1	0	1	0
A24431	0	1	0	1
A24432	1	1	1	1
A24434	0	1	1	1
A24435	1	1	0	1
A24436	1	0	0	1
A24437	0	1	0	1
A24438	1	1	0	1
A24439	0	1	1	1
A24441	1	0	1	1
A24442	1	0	1	1
A24443	1	1	0	1
A24444	0	1	0	1
A24445	0	0	1	1
A24446	1	1	1	0
A24447	0	0	1	1
A24448	0	1	1	1
A24451	1	0	1	1
A24452	0	1	1	1
A24453	0	1	1	1
A24454	1	1	0	1
A24455	1	1	0	1
A24456	0	1	0	0
A24457	0	1	0	1
A24458	0	1	1	0
A24460	0	0	1	0
A24461	0	0	1	1
A24462	0	0	1	1
A24463	0	1	1	1
A24464	0	0	1	1
A24465	0	1	1	1
A24466	0	1	1	1
A24467	1	0	0	1
A24468	1	1	1	0
A24469	1	0	0	1
A24470	1	0	1	1
A24472	0	0	1	1
A24474	0	1	1	1
A24475	0	1	1	1
A24477	0	0	1	1
A24478	1	1	1	0
A24479	1	0	1	1
A24480	0	1	1	1
A24481	1	1	0	0
A24482	1	1	0	1
A24483	0	0	1	1
A24485	1	1	0	1
A24486	0	1	0	1
A24487	1	0	0	1
A24488	0	1	1	1
A24489	1	0	0	0
A24490	1	1	0	1
A24491	1	1	0	1
A24492	0	1	1	1
A24493	0	1	1	1
A24494	0	1	1	1
A24496	0	1	1	1
A24497	1	0	1	1
A24498	1	0	0	0
A24499	0	0	1	0
A25001	0	0	1	1
A25002	0	0	1	1
A25003	0	1	1	1
A25004	0	1	0	1
A25005	0	0	1	0
A25006	0	0	1	0
A25007	0	1	1	1
A25008	1	0	0	0
A25010	0	1	1	1
A25011	0	0	0	1
A25012	0	0	1	1
A25014	1	1	1	1
A25015	0	1	1	1
A25016	0	1	1	1
A25017	1	0	0	1
A25018	1	1	1	1
A25020	0	0	1	1
A25021	1	0	1	1
A25022	1	0	0	0
A25023	0	0	1	1
A25025	0	1	0	1
A25026	0	1	1	0
A25027	0	0	1	1
A25028	0	0	0	1
A25029	0	0	1	1
A25030	1	1	1	0
A25031	0	1	1	1
A25032	0	0	1	1
A25033	1	0	0	1
A25034	1	1	0	1
A25035	0	1	1	1
A25036	0	0	1	0
A25038	1	0	1	1
A25039	0	0	1	1
A25040	0	1	0	0
A25041	1	0	1	0
A25042	1	0	0	0
A25043	0	0	0	1
A25044	1	0	1	0
A25045	0	0	1	1
A25047	0	1	1	0
A25048	0	0	1	1
A25050	0	0	1	1
A25051	0	1	1	0
A25052	0	0	1	1
A25054	1	0	1	0
A25055	0	0	0	1
A25056	0	0	1	1
A25057	1	0	1	0
A25058	1	0	1	0
A25059	0	0	1	1
A25060	0	0	1	1
A25062	0	0	1	1
A25063	1	0	0	1
A25064	0	1	1	0
A25065	0	0	1	1
A25066	0	0	1	1
A25067	0	1	0	1
A25069	1	0	1	0
A25070	0	0	1	1
A25072	0	1	1	1
A25073	0	0	1	1
A25074	1	1	0	1
A25075	0	0	1	1
A25076	1	0	1	0
A25077	0	0	0	1
A25078	0	0	1	1
A25079	1	0	1	1
A25080	0	0	1	1
A25081	0	0	1	1
A25082	1	0	1	1
A25083	1	0	0	0
A25085	0	0	1	1
A25086	1	0	1	1
A25087	0	0	1	0
A25090	0	1	1	0
A25092	1	0	1	0
A25093	1	1	1	0
A25094	0	0	1	1
A25096	0	0	1	1
A25097	0	1	1	0
A25098	0	0	1	1
A25099	1	1	0	0
A25100	0	0	1	1
A25101	0	0	0	1
A25102	0	0	1	1
A25105	0	0	1	1
A25106	0	0	1	1
A25107	1	1	0	0
A25108	1	1	0	0
A25109	0	1	0	1
A25110	0	1	0	0
A25111	0	0	1	0
A25112	1	1	1	0
A25113	0	0	1	1
A25114	0	0	1	0
A25115	0	1	0	1
A25116	0	1	1	1
A25117	0	0	1	1
A25118	0	0	1	1
A25120	0	0	0	1
A25121	0	1	0	1
A25122	0	0	1	1
A25123	1	1	1	1
A25124	1	1	0	1
A25125	0	1	1	1
A25126	1	0	0	1
A25127	0	1	1	1
A25128	0	0	1	1
A25129	0	1	1	1
A25130	0	0	1	1
A25131	1	0	1	1
A25132	0	0	1	0
A25133	0	0	1	1
A25134	0	0	1	0
A25135	0	0	1	0
A25137	0	1	0	1
A25139	0	0	0	1
A25141	1	0	1	0
A25142	0	0	1	1
A25143	1	1	0	0
A25144	0	0	1	1
A25145	0	1	1	1
A25147	0	1	1	1
A25149	1	1	0	1
A25150	0	0	1	1
A25151	0	0	1	0
A25152	0	0	1	1
A25153	0	0	0	1
A25154	0	0	1	0
A25155	0	0	1	1
A25156	0	0	1	1
A25158	0	0	1	0
A25159	1	1	0	0
A25160	0	1	1	1
A25161	0	0	1	1
A25162	0	0	1	1
A25164	0	0	1	1
A25165	0	0	0	1
A25166	1	0	1	0
A25167	1	0	1	1
A25168	0	1	1	1
A25170	0	1	1	0
A25171	0	0	1	1
A25172	0	0	1	1
A25173	1	0	1	1
A25174	1	0	0	1
A25175	0	0	1	1
A25176	0	0	1	1
A25177	0	0	1	0
A25179	0	1	1	1
A25180	0	0	1	1
A25181	1	0	0	0
A25182	0	0	1	0
A25183	0	0	1	0
A25184	0	1	1	1
A25185	0	1	1	1
A25186	0	1	1	1
A25188	0	0	0	1
A25189	0	0	1	1
A25191	0	0	1	1
A25193	1	0	1	0
A25196	0	1	1	0
A25198	0	1	1	0
A25199	0	0	1	1
A25200	1	0	0	0
A25202	0	0	1	1
A25203	1	1	1	1
A25204	0	0	1	1
A25205	1	1	1	1
A25206	0	0	0	1
A25208	0	1	1	1
A25209	0	1	1	1
A25210	0	1	1	1
A25212	0	0	1	1
A25213	0	0	1	1
A25215	1	1	1	0
A25216	1	0	0	0
A25217	1	1	0	0
A25218	0	0	1	0
A25219	0	0	1	1
A25220	0	0	0	1
A25221	0	1	1	1
A25222	0	0	1	1
A25223	0	0	1	1
A25224	0	0	1	0
A25225	1	1	0	0
A25227	0	0	1	1
A25228	0	0	1	1
A25229	0	0	1	1
A25230	0	0	0	1
A25231	0	0	1	1
A25232	0	0	1	1
A25233	0	0	1	1
A25234	0	1	1	1
A25236	1	0	1	1
A25237	0	0	1	1
A25238	0	1	0	0
A25240	0	0	1	1
A25241	0	0	1	1
A25242	0	0	1	1
A25243	0	0	1	1
A25244	1	1	1	1
A25245	1	1	1	0
A25246	0	0	1	1
A25247	0	0	1	0
A25248	1	0	0	0
A25249	0	0	1	1
A25251	1	0	0	0
A25252	0	0	1	1
A25253	0	0	1	1
A25254	1	0	1	0
A25255	0	0	0	1
A25256	0	0	1	1
A25257	0	0	0	1
A25258	0	0	1	1
A25259	0	0	1	1
A25260	0	0	1	0
A25261	0	0	1	1
A25262	0	0	1	1
A25263	0	0	1	0
A25264	0	0	1	1
A25265	0	1	0	1
A25266	1	1	1	1
A25267	1	1	0	1
A25268	1	0	1	1
A25269	0	0	1	1
A25270	0	0	1	0
A25271	0	1	1	0
A25272	1	1	1	1
A25273	0	0	0	1
A25274	0	0	1	1
A25275	1	0	1	1
A25276	0	0	1	1
A25277	0	0	0	1
A25278	0	0	1	1
A25279	0	0	1	1
A25280	1	0	1	1
A25281	0	0	1	1
A25282	0	0	1	1
A25283	0	0	0	1
A25284	1	1	0	1
A25285	1	0	1	1
A25286	0	1	0	1
A25288	0	0	1	1
A25289	1	0	1	0
A25290	0	0	1	1
A25292	0	0	0	1
A25293	0	0	1	0
A25295	0	0	0	1
A25296	1	1	0	1
A25298	0	0	1	1
A25299	1	1	0	1
A25300	0	0	0	1
A25302	0	0	0	1
A25303	0	0	1	1
A25306	0	1	1	1
A25307	0	0	1	0
A25308	0	0	1	1
A25310	0	0	1	0
A25311	0	0	1	1
A25312	0	1	1	1
A25313	0	0	1	0
A25314	0	0	1	1
A25315	1	0	0	0
A25316	1	1	1	0
A25317	0	0	1	1
A25318	0	0	1	1
A25319	1	1	1	1
A25320	1	0	1	1
A25321	1	0	1	0
A25322	1	0	0	0
A25324	0	0	1	1
A25326	0	0	1	0
A25327	0	0	1	1
A25328	0	0	0	1
A25329	1	0	1	1
A25331	0	0	1	1
A25332	0	0	1	0
A25333	0	0	0	1
A25334	0	1	1	1
A25335	1	0	1	0
A25336	0	0	1	0
A25338	0	1	0	1
A25339	0	1	0	1
A25340	0	0	1	1
A25341	0	0	1	1
A25342	0	1	1	0
A25343	0	1	1	0
A25344	0	1	1	1
A25345	0	1	1	1
A25346	1	0	0	1
A25347	1	0	0	0
A25348	0	0	1	1
A25349	0	0	1	0
A25350	0	0	1	1
A25351	1	1	1	1
A25352	1	0	0	1
A25353	1	0	1	0
A25354	0	0	1	1
A25357	0	0	1	1
A25358	0	0	0	1
A25359	0	0	1	0
A25360	0	1	0	1
A25361	0	0	1	1
A25363	1	1	1	1
A25364	0	0	0	1
A25366	0	0	1	1
A25367	0	0	0	1
A25368	0	0	1	1
A25369	0	0	0	1
A25370	0	0	1	1
A25371	0	1	1	1
A25372	0	0	1	1
A25373	1	0	1	1
A25374	1	1	0	1
A25375	1	1	1	1
A25377	0	1	0	1
A25378	0	0	1	1
A25379	1	1	1	1
A25380	0	1	1	1
A25381	0	1	0	1
A25382	0	0	1	1
A25383	0	1	1	1
A25384	0	1	1	1
A25386	0	1	1	1
A25387	0	0	1	1
A25388	0	0	1	1
A25389	0	0	1	1
A25391	0	0	0	1
A25392	0	0	1	1
A25393	0	0	1	1
A25394	1	0	0	1
A25395	1	0	1	1
A25396	1	0	0	0
A25397	0	1	0	1
A25399	0	0	0	1
A25400	0	1	1	1
A25401	0	0	1	1
A25402	0	0	0	1
A25403	1	0	1	1
A25404	0	0	0	1
A25405	0	0	1	0
A25406	0	0	1	1
A25407	0	0	1	1
A25408	0	0	1	1
A25409	0	0	1	1
A25410	0	1	1	0
A25411	0	0	1	0
A25412	0	0	1	1
A25413	0	0	0	1
A25414	1	1	0	1
A25415	0	1	1	1
A25416	0	0	1	1
A25417	0	1	1	1
A25418	0	0	1	0
A25420	0	1	0	1
A25421	0	1	0	1
A25422	1	0	1	1
A25423	0	1	0	1
A25424	0	0	1	1
A25425	0	1	1	1
A25427	0	1	0	0
A25428	0	0	1	1
A25429	0	1	0	0
A25431	0	0	0	1
A25433	1	0	1	0
A25434	1	0	0	0
A25435	0	0	1	0
A25438	0	0	1	0
A25439	0	0	1	1
A25440	1	0	1	1
A25441	0	0	1	1
A25442	0	0	1	1
A25443	0	0	1	1
A25444	1	1	1	1
A25445	0	0	1	1
A25446	1	0	0	1
A25447	0	0	1	1
A25448	1	0	0	0
A25449	0	0	1	1
A25450	1	1	1	0
A25451	1	0	1	0
A25452	1	0	1	1
A25453	1	1	0	1
A25454	0	0	0	1
A25455	0	1	1	1
A25456	0	0	1	1
A25457	1	1	0	1
A25458	1	1	0	0
A25459	0	0	1	1
A25460	1	0	1	1
A25461	1	0	1	0
A25462	1	0	0	1
A25463	0	1	1	1
A25464	1	1	1	1
A25467	0	0	1	1
A25468	0	0	1	1
A25470	0	0	1	1
A25471	0	0	1	1
A25472	0	1	1	0
A25473	1	0	0	0
A25474	1	0	0	1
A25475	1	0	0	1
A25477	0	0	0	1
A25478	0	0	1	1
A25479	1	0	1	1
A25481	0	0	0	1
A25482	0	0	1	1
A25483	0	0	1	1
A25484	0	0	1	1
A25485	0	0	1	0
A25487	1	0	1	1
A25488	0	1	1	0
A25490	0	0	1	1
A25491	0	0	1	0
A25492	0	1	1	1
A25495	1	1	0	1
A25496	1	1	1	0
A25497	0	0	0	1
A25498	0	0	1	1
A25499	1	1	0	1
A25500	0	0	1	0
A05060	0	1	1	1
A05061	1	1	0	0
A05068	0	1	1	1
A05070	1	0	1	1
A06018	0	0	0	1
A07005	1	1	1	1
A07007	1	0	0	1
A07064	1	1	1	1
A07091	0	0	1	1
A08015	0	0	1	0
A08017	0	1	1	1
A09018	0	0	1	1
A09061	1	0	0	1
A09088	1	1	1	1
A09098	0	0	1	1
A09099	1	1	1	0
A09100	0	0	1	1
A12012	1	1	0	0
A12018	1	1	0	0
A12044	0	0	1	1
A12061	0	0	1	1
A12079	0	1	1	1
A12149	0	0	1	0
A12154	0	0	1	1
A12186	0	0	1	0
A12196	0	1	1	1
A12199	1	1	1	0
A12200	0	1	1	1
A12203	0	0	1	1
A12207	0	0	1	0
A12233	1	1	1	1
A12245	1	1	1	1
A12264	0	1	1	1
A12272	1	1	0	0
A12294	1	1	0	1
A12346	0	0	1	1
A12350	1	0	1	1
A12362	0	0	1	1
A12382	0	1	1	1
A12383	0	0	1	1
A12384	1	1	1	1
A12395	1	1	1	0
A12399	1	1	0	0
A12430	1	0	1	1
A12463	1	1	1	0
A12482	0	1	1	1
A12483	0	1	1	1
A12486	1	0	1	1
A13016	1	0	1	1
A14004	0	1	0	1
A15018	0	0	0	1
A17010	1	0	1	1
A18048	1	0	1	0
A18063	1	0	1	1
A18119	1	0	0	0
A18121	0	1	1	1
A18161	1	0	0	1
A18193	1	0	1	1
A18213	0	0	1	1
A18215	0	0	1	1
A18228	0	0	1	0
A18244	0	1	1	1
A18263	1	1	1	0
A18264	0	0	1	1
A18271	0	1	1	1
A18275	0	1	1	1
A18303	1	1	0	1
A18307	1	0	1	0
A18319	0	1	0	1
A18323	0	0	1	1
A18332	0	0	1	1
A18333	0	1	0	1
A18338	1	0	1	1
A18347	1	1	1	1
A18411	1	1	1	0
A18413	1	1	1	1
A18475	0	0	1	1
A18476	0	0	1	1
A18488	1	1	1	1
A19030	0	1	1	1
A19044	1	0	1	0
A19051	1	1	1	0
A19073	0	1	1	1
A19079	0	1	1	1
A19087	1	1	1	1
A19112	1	1	1	1
A19144	0	0	1	1
A19172	0	0	1	1
A19191	1	1	1	0
A19223	0	0	1	1
A19224	0	1	1	1
A19226	1	1	1	1
A19329	1	1	0	1
A19340	0	1	1	1
A19360	1	1	1	1
A19364	1	1	1	1
A19374	0	0	1	1
A19380	0	0	1	0
A19381	0	1	1	1
A19382	0	0	1	1
A19402	0	1	1	1
A19404	1	1	1	1
A19412	1	1	1	0
A19450	1	0	1	1
A19477	0	1	1	1
A19479	1	0	1	0
A20017	0	0	1	1
A20027	0	1	1	0
A20044	0	1	1	1
A20103	1	1	0	1
A20107	1	0	1	0
A20128	0	1	1	0
A20130	0	0	1	0
A20136	0	0	1	1
A20159	1	0	0	1
A20219	0	1	1	1
A20224	0	1	0	1
A20230	1	1	1	1
A20253	1	0	1	1
A20263	0	0	1	1
A20284	0	0	1	1
A20286	0	1	0	0
A20295	1	0	1	1
A20315	0	1	1	1
A20339	0	0	1	1
A20348	0	0	1	1
A20387	1	1	1	1
A20393	1	1	0	1
A20418	1	0	1	0
A20421	0	0	1	1
A20427	1	0	1	0
A20439	1	1	1	1
A20453	1	1	1	1
A20467	1	0	1	0
A20480	1	1	0	0
A20488	1	0	0	1
A21056	0	0	1	1
A21073	1	0	1	1
A21084	0	1	1	1
A21088	0	0	1	1
A21091	1	0	1	1
A21119	1	0	0	1
A21147	0	1	1	1
A21148	1	1	0	1
A21163	0	1	1	1
A21177	0	0	1	1
A21178	1	1	0	1
A21201	0	0	1	1
A21217	0	0	0	1
A21232	0	0	1	1
A21243	1	1	1	0
A21270	0	1	1	1
A21274	0	0	1	1
A21298	0	0	0	1
A21334	1	0	1	0
A21364	1	0	1	1
A21380	1	1	0	0
A21381	1	1	1	1
A21387	0	0	1	1
A21395	1	1	0	1
A21400	0	0	1	1
A21415	1	1	1	1
A21427	1	1	0	0
A21431	1	1	1	1
A21459	0	0	1	0
A21460	0	0	1	1
A22013	0	0	1	1
A22014	1	1	0	0
A22015	0	0	1	0
A22043	0	0	1	1
A22148	0	0	1	0
A22162	1	0	1	0
A22164	1	1	1	1
A22170	0	0	1	1
A22180	1	1	1	1
A22200	0	0	1	1
A22234	1	0	1	0
A22236	0	0	1	1
A22241	0	1	1	1
A22259	1	0	1	1
A22271	0	1	1	1
A22303	1	0	1	0
A22334	0	1	0	1
A22344	0	1	1	1
A22352	0	1	1	1
A22366	1	1	1	0
A22395	1	1	1	1
A22399	0	0	1	1
A22422	0	1	1	1
A22441	1	0	0	0
A22454	0	0	1	1
A22479	1	1	1	1
A22483	1	1	0	1
A23020	1	1	0	0
A23022	0	0	1	1
A23049	1	1	0	1
A23059	1	1	1	0
A23073	0	0	1	1
A23089	1	1	0	0
A23111	0	0	1	1
A23141	1	1	1	1
A23143	0	1	1	1
A23171	1	0	1	0
A23176	1	1	0	0
A23191	1	1	1	0
A23207	1	0	1	1
A23211	0	0	1	1
A23219	0	0	1	1
A23225	0	0	1	1
A23241	1	1	1	0
A23249	0	1	1	0
A23269	0	1	1	0
A23302	0	0	1	1
A23321	1	1	0	0
A23344	0	1	1	1
A23355	1	1	1	1
A23361	1	0	0	1
A23371	1	0	1	0
A23408	1	0	1	1
A23423	1	1	0	0
A23452	0	1	1	0
A23469	0	0	1	1
A24015	0	1	1	1
A24017	1	0	1	1
A24048	0	1	1	1
A24161	1	0	1	1
A24170	1	1	0	1
A24203	0	0	1	1
A24208	0	1	1	1
A24233	0	1	1	1
A24242	0	1	1	1
A24248	1	0	1	0
A24259	1	1	0	1
A24268	0	1	1	1
A24272	0	0	1	1
A24284	1	1	0	0
A24303	0	1	1	0
A24312	0	0	1	1
A24313	1	1	1	1
A24323	0	0	1	1
A24337	0	0	1	1
A24355	0	1	1	1
A24394	0	0	1	0
A24413	1	1	0	0
A24429	0	0	0	1
A24440	1	0	1	1
A24449	1	1	0	1
A24450	1	0	0	1
A24459	0	0	1	1
A24471	1	0	0	1
A24473	0	0	1	1
A24495	0	1	1	1
A25009	0	0	1	1
A25013	0	0	1	1
A25046	1	1	1	1
A25084	1	1	0	0
A25095	0	0	1	0
A25136	0	0	1	0
A25140	0	1	1	0
A25148	1	0	0	1
A25163	0	1	0	1
A25169	0	0	1	1
A25195	0	1	1	1
A25207	0	0	1	0
A25235	0	0	1	1
A25287	1	1	0	0
A25294	0	0	1	1
A25301	0	0	1	1
A25304	1	0	1	0
A25325	0	0	0	1
A25330	1	1	1	1
A25337	0	0	1	1
A25365	1	0	1	1
A25385	1	0	0	0
A25419	1	0	0	0
A25426	1	1	1	1
A25489	1	1	1	1
A05039	0	1	1	0
A05040	0	0	1	1
A05041	1	1	0	0
A05042	0	0	1	1
A05044	0	1	0	0
A05046	1	1	1	0
A05047	1	0	0	1
A05051	0	0	1	1
A05085	1	1	1	0
A05089	0	0	1	1
A05094	0	0	1	1
A06009	0	0	1	1
A06017	0	1	1	0
A07006	1	0	1	0
A07017	1	0	0	1
A07036	1	1	1	1
A07039	1	0	1	1
A07041	1	0	1	1
A07047	1	0	1	1
A07057	0	0	1	1
A07067	0	1	1	1
A07072	1	0	0	1
A07083	0	1	1	0
A07095	0	1	1	0
A08006	0	0	1	1
A08010	1	0	0	1
A09010	0	0	1	1
A09014	0	0	1	1
A09025	1	1	0	1
A09033	1	1	1	1
A09034	1	0	1	1
A09039	1	0	1	1
A09062	0	1	1	1
A09069	0	0	0	1
A09077	0	1	1	1
A09081	0	1	1	0
A10011	0	0	1	1
A10016	0	0	1	1
A12001	1	1	1	0
A12003	0	1	1	0
A12022	1	0	0	1
A12023	0	0	1	1
A12040	0	1	1	1
A12052	0	0	1	0
A12068	0	1	1	1
A12069	1	1	0	1
A12077	0	1	0	1
A12085	1	0	0	0
A12090	1	1	0	1
A12108	0	1	0	0
A12115	0	0	1	1
A12121	0	0	1	1
A12138	1	0	1	1
A12143	0	0	1	0
A12145	1	0	0	1
A12150	1	0	0	1
A12151	1	1	0	0
A12152	0	1	0	1
A12169	0	0	1	1
A12172	0	0	1	1
A12183	1	1	0	0
A12189	0	0	1	0
A12213	1	1	0	1
A12216	0	1	0	1
A12227	1	1	1	1
A12234	0	0	1	1
A12235	0	0	1	1
A12242	0	0	1	1
A12250	0	0	1	1
A12285	0	0	1	1
A12291	0	0	1	1
A12312	0	0	1	1
A12314	1	1	1	1
A12331	1	0	0	1
A12339	0	0	1	1
A12342	0	1	1	0
A12361	1	1	0	1
A12371	0	0	1	1
A12373	0	1	1	0
A12375	0	0	1	0
A12378	0	0	1	1
A12401	1	0	1	1
A12449	0	1	0	0
A12455	0	1	0	1
A12471	0	1	1	0
A12480	1	0	1	1
A12493	0	0	1	1
A12495	1	0	1	1
A13010	1	0	1	1
A13015	0	0	1	1
A14009	1	1	1	0
A14012	1	0	0	1
A14016	0	1	0	1
A15005	0	0	1	0
A15012	1	0	0	1
A15016	0	1	0	0
A17001	0	0	1	1
A17005	1	1	1	1
A17012	0	1	1	1
A17020	0	0	0	1
A18031	1	1	0	1
A18035	1	1	1	0
A18038	0	0	1	1
A18055	0	1	1	0
A18068	1	1	0	1
A18084	1	0	1	1
A18100	0	0	1	1
A18114	0	1	1	1
A18115	0	1	0	1
A18123	0	1	1	0
A18145	0	1	1	1
A18154	1	1	0	1
A18158	0	0	1	0
A18159	1	1	1	1
A18183	0	0	1	1
A18186	0	0	0	1
A18199	0	1	1	1
A18203	1	0	1	1
A18206	1	0	1	1
A18209	0	1	1	0
A18227	0	1	1	1
A18231	0	0	1	1
A18253	0	0	1	1
A18254	1	1	0	0
A18256	1	0	1	1
A18258	0	1	1	0
A18261	0	1	1	1
A18283	1	1	1	1
A18312	0	0	1	1
A18342	1	0	0	1
A18352	1	1	0	1
A18363	0	1	1	1
A18366	1	0	1	1
